sarga,shloka#,Shloka
12,4,एकं तत्त्वं वष्टि मायामयीयं वाक्यैः प्राच्यैरप्यवाच्यं विधत्ते ।<BR> पूर्वाऽपूर्वा हन्त दौर्घट्यभूषा चित्रं चित्रं दर्शनाचार्यनीतिः ॥ ४ ॥
12,5,मर्त्यामर्त्यामर्त्यविद्विट्पुरोगं विश्वं दृश्यं विप्रचण्डालपूर्वम् ।<BR> भेदापेतं भेदि मानैः समानैः साधीयः कः साधयेत्तामलब्ध्वा॥ ५ ॥
12,6,सत्यं सत्यं व्यावहार्यं विधत्ते सर्वं मोहे सर्वनिर्वाहिणी सा ।<BR> ज्ञाने जाते दग्धवस्त्रप्रतीतं पक्वे तस्मिंस्तप्तलोहाप्तवार्वत् ॥ ६ ॥
12,7,ज्ञानिश्रेष्ठश्रेष्ठविज्ञानिवर्गे नैर्गुण्यस्थे साम्प्रतं नाथभूताः ।<BR> आक्रन्दं मे हन्त शृण्वन्तु सोऽयं हा हा मायावाद उत्सादमेति ॥ ७ ॥
12,8,भ्रष्टा भाट्टा न प्रभाकृत्प्रभाऽभूत् त्रस्ता माहायानिकाद्याश्च यत्र ।<BR> दुर्गं मायावादसत्रं दिधक्षुर्नोपेक्ष्या नस्तत्त्ववादाग्निजिह्वा ॥ ८ ॥
12,9,यं यं प्रापद्भूरिचित्तः प्रदेशं तस्मात्तस्मादागतेरन्तरायः ।<BR> प्रत्यज्ञायि व्यक्तमार्येण सोऽपि प्राप्नोत्पार्श्वं हा वयं भाग्यहीनाः ॥ ९ ॥
12,10,प्रश्नः पृष्टुः खण्ड्यते तेन नूनं युक्तां युक्तिं वक्ति चासावखण्ड्याम् ।<BR> वादिव्रातं लज्जयेन्नो विशेषादाक्षेप्तेति श्रूयते किं नु कुर्मः ॥ १० ॥
12,11,प्राच्यं शास्त्रं यत्सपादं तु लक्षं वाक्येनैकेनाक्षिपद्धर्षतीर्थः ।<BR> इत्थं पान्थैर्वर्णितं शृण्वतः प्राग्युष्मान्प्रापद्दूयमानं मनो मे ॥ ११ ॥
12,12,वेदव्यासो न्वेष वेदो नु मूर्तो दिव्या मूर्तिर्यस्य सा सुस्मितस्य ।<BR> तद्द्रष्ट्णां चेति वाणीकृपाणी नूनं मायापक्षमूलं छिनत्ति ॥ १२ ॥
12,13,अक्लिष्टं तत्सूत्रभाष्यं बलीयोमानोपेतं का क्षतिर्नस्तथा चेत् ।<BR> आस्माकाः केऽप्येवमुक्त्वा विलज्जा लज्जासिन्धौ दुःसहेऽमज्जयन्नः ॥ १३ ॥
12,14,तस्य व्याप्तैः शिष्यजालैस्तु गौणैः संसत्सिन्धौ शङ्खचक्रादिभृद्भिः ।<BR> मा गृह्येरन् विश्वसत्वान्तराणि क्षेमाप्त्यै नस्तत्र नीतिं विधत्त ॥ १४ ॥
